Year,Average Household Income,Ave People in Household,Ave Rent per Month,County,County Region,Cities
2015,Negative Income,0,834,Los Angeles,Southeast,Bellflower 
2015,No Income,1,756,Los Angeles,Southeast,Bellflower 
2016,1-20000,2,761,Los Angeles,Southeast,Bellflower 
2016,120001-160000,4,195,Los Angeles,Southeast,Bellflower 
2016,160001-200000,4,0,Los Angeles,Southeast,Bellflower 
2016,200000-Max,5,248,Los Angeles,Southeast,Bellflower 
2016,20001-40000,3,750,Los Angeles,Southeast,Bellflower 
2016,400001-60000,4,819,Los Angeles,Southeast,Bellflower 
2016,60001-80000,4,817,Los Angeles,Southeast,Bellflower 
2016,80001-120000,4,634,Los Angeles,Southeast,Bellflower 
2016,Negative Income,0,791,Los Angeles,Southeast,Bellflower 
2016,No Income,4,0,Los Angeles,Southeast,Bellflower 
2017,1-20000,2,793,Los Angeles,Southeast,Bellflower 
2017,120001-160000,4,805,Los Angeles,Southeast,Bellflower 
2017,160001-200000,4,310,Los Angeles,Southeast,Bellflower 
2017,200000-Max,5,1152,Los Angeles,Southeast,Bellflower 
2017,20001-40000,3,816,Los Angeles,Southeast,Bellflower 
2017,400001-60000,3,1034,Los Angeles,Southeast,Bellflower 
2017,60001-80000,3,781,Los Angeles,Southeast,Bellflower 
2017,80001-120000,4,792,Los Angeles,Southeast,Bellflower 
2017,Negative Income,0,1089,Los Angeles,Southeast,Bellflower 
2017,No Income,3,1000,Los Angeles,Southeast,Bellflower 
2018,1-20000,2,736,Los Angeles,Southeast,Bellflower 
2018,120001-160000,4,723,Los Angeles,Southeast,Bellflower 
2018,160001-200000,4,101,Los Angeles,Southeast,Bellflower 
2018,200000-Max,3,400,Los Angeles,Southeast,Bellflower 
2018,20001-40000,3,834,Los Angeles,Southeast,Bellflower 
2018,400001-60000,3,950,Los Angeles,Southeast,Bellflower 
2018,60001-80000,3,818,Los Angeles,Southeast,Bellflower 
2018,80001-120000,4,764,Los Angeles,Southeast,Bellflower 
2018,Negative Income,0,1119,Los Angeles,Southeast,Bellflower 
2018,No Income,1,673,Los Angeles,Southeast,Bellflower 
2019,1-20000,2,917,Los Angeles,Southeast,Bellflower 
2019,120001-160000,4,289,Los Angeles,Southeast,Bellflower 
2019,160001-200000,4,792,Los Angeles,Southeast,Bellflower 
2019,200000-Max,4,324,Los Angeles,Southeast,Bellflower 
2019,20001-40000,3,939,Los Angeles,Southeast,Bellflower 
2019,400001-60000,3,916,Los Angeles,Southeast,Bellflower 
2019,60001-80000,4,1018,Los Angeles,Southeast,Bellflower 
2019,80001-120000,4,987,Los Angeles,Southeast,Bellflower 
2019,Negative Income,0,473,Los Angeles,Southeast,Bellflower 
2019,No Income,1,982,Los Angeles,Southeast,Bellflower 
2015,1-20000,2,609,Los Angeles,Southeast,La Mirada 
2015,120001-160000,4,160,Los Angeles,Southeast,La Mirada 
2015,160001-200000,5,190,Los Angeles,Southeast,La Mirada 
2015,200000-Max,4,306,Los Angeles,Southeast,La Mirada 
2015,20001-40000,3,475,Los Angeles,Southeast,La Mirada 
2015,400001-60000,3,372,Los Angeles,Southeast,La Mirada 
2015,60001-80000,4,321,Los Angeles,Southeast,La Mirada 
2015,80001-120000,4,504,Los Angeles,Southeast,La Mirada 
2015,Negative Income,0,369,Los Angeles,Southeast,La Mirada 
2015,No Income,2,587,Los Angeles,Southeast,La Mirada 
2016,1-20000,2,654,Los Angeles,Southeast,La Mirada 
2016,120001-160000,4,189,Los Angeles,Southeast,La Mirada 
2016,160001-200000,4,65,Los Angeles,Southeast,La Mirada 
2016,200000-Max,4,176,Los Angeles,Southeast,La Mirada 
2016,20001-40000,3,732,Los Angeles,Southeast,La Mirada 
2016,400001-60000,3,536,Los Angeles,Southeast,La Mirada 
2016,60001-80000,3,677,Los Angeles,Southeast,La Mirada 
2016,80001-120000,4,317,Los Angeles,Southeast,La Mirada 
2016,Negative Income,0,0,Los Angeles,Southeast,La Mirada 
2016,No Income,3,0,Los Angeles,Southeast,La Mirada 
2017,1-20000,2,434,Los Angeles,Southeast,La Mirada 
2017,120001-160000,4,263,Los Angeles,Southeast,La Mirada 
2017,160001-200000,4,228,Los Angeles,Southeast,La Mirada 
2017,200000-Max,3,0,Los Angeles,Southeast,La Mirada 
2017,20001-40000,3,465,Los Angeles,Southeast,La Mirada 
2017,400001-60000,3,512,Los Angeles,Southeast,La Mirada 
2017,60001-80000,3,391,Los Angeles,Southeast,La Mirada 
2017,80001-120000,4,466,Los Angeles,Southeast,La Mirada 
2017,Negative Income,0,894,Los Angeles,Southeast,La Mirada 
2017,No Income,2,269,Los Angeles,Southeast,La Mirada 
2018,1-20000,2,521,Los Angeles,Southeast,La Mirada 
2018,120001-160000,4,205,Los Angeles,Southeast,La Mirada 
2018,160001-200000,4,324,Los Angeles,Southeast,La Mirada 
2018,200000-Max,5,373,Los Angeles,Southeast,La Mirada 
2018,20001-40000,2,547,Los Angeles,Southeast,La Mirada 
2018,400001-60000,3,446,Los Angeles,Southeast,La Mirada 
2018,60001-80000,4,473,Los Angeles,Southeast,La Mirada 
2018,80001-120000,4,282,Los Angeles,Southeast,La Mirada 
2018,Negative Income,0,389,Los Angeles,Southeast,La Mirada 
2018,No Income,1,377,Los Angeles,Southeast,La Mirada 
2019,1-20000,2,546,Los Angeles,Southeast,La Mirada 
2019,120001-160000,3,202,Los Angeles,Southeast,La Mirada 
2019,160001-200000,4,306,Los Angeles,Southeast,La Mirada 
2019,200000-Max,4,94,Los Angeles,Southeast,La Mirada 
2019,20001-40000,3,657,Los Angeles,Southeast,La Mirada 
2019,400001-60000,3,625,Los Angeles,Southeast,La Mirada 
2019,60001-80000,3,708,Los Angeles,Southeast,La Mirada 
2019,80001-120000,4,363,Los Angeles,Southeast,La Mirada 
2019,Negative Income,0,1180,Los Angeles,Southeast,La Mirada 
2019,No Income,1,1500,Los Angeles,Southeast,La Mirada 
2015,1-20000,2,791,Los Angeles,Southeast,Long Beach (Central) 
2015,120001-160000,2,1247,Los Angeles,Southeast,Long Beach (Central) 
2015,160001-200000,3,250,Los Angeles,Southeast,Long Beach (Central) 
2015,200000-Max,3,358,Los Angeles,Southeast,Long Beach (Central) 
2015,20001-40000,3,878,Los Angeles,Southeast,Long Beach (Central) 
2015,400001-60000,2,1011,Los Angeles,Southeast,Long Beach (Central) 
2015,60001-80000,3,855,Los Angeles,Southeast,Long Beach (Central) 
2015,80001-120000,2,974,Los Angeles,Southeast,Long Beach (Central) 
2015,Negative Income,0,587,Los Angeles,Southeast,Long Beach (Central) 
2015,No Income,1,668,Los Angeles,Southeast,Long Beach (Central) 
2016,1-20000,2,838,Los Angeles,Southeast,Long Beach (Central) 
2016,120001-160000,2,1039,Los Angeles,Southeast,Long Beach (Central) 
2016,160001-200000,2,104,Los Angeles,Southeast,Long Beach (Central) 
2016,200000-Max,2,903,Los Angeles,Southeast,Long Beach (Central) 
2016,20001-40000,3,929,Los Angeles,Southeast,Long Beach (Central) 
2016,400001-60000,2,974,Los Angeles,Southeast,Long Beach (Central) 
2016,60001-80000,3,1025,Los Angeles,Southeast,Long Beach (Central) 
2016,80001-120000,3,806,Los Angeles,Southeast,Long Beach (Central) 
2016,Negative Income,0,476,Los Angeles,Southeast,Long Beach (Central) 
2016,No Income,2,1340,Los Angeles,Southeast,Long Beach (Central) 
2017,1-20000,2,982,Los Angeles,Southeast,Long Beach (Central) 
2017,120001-160000,2,828,Los Angeles,Southeast,Long Beach (Central) 
2017,160001-200000,2,622,Los Angeles,Southeast,Long Beach (Central) 
2017,200000-Max,2,0,Los Angeles,Southeast,Long Beach (Central) 
2017,20001-40000,2,1027,Los Angeles,Southeast,Long Beach (Central) 
2017,400001-60000,2,1034,Los Angeles,Southeast,Long Beach (Central) 
2017,60001-80000,2,878,Los Angeles,Southeast,Long Beach (Central) 
2017,80001-120000,3,971,Los Angeles,Southeast,Long Beach (Central) 
2017,Negative Income,0,609,Los Angeles,Southeast,Long Beach (Central) 
2017,No Income,2,1183,Los Angeles,Southeast,Long Beach (Central) 
2018,1-20000,2,890,Los Angeles,Southeast,Long Beach (Central) 
2018,120001-160000,2,833,Los Angeles,Southeast,Long Beach (Central) 
2018,160001-200000,3,1392,Los Angeles,Southeast,Long Beach (Central) 
2018,200000-Max,2,537,Los Angeles,Southeast,Long Beach (Central) 
2018,20001-40000,2,1041,Los Angeles,Southeast,Long Beach (Central) 
2018,400001-60000,2,1072,Los Angeles,Southeast,Long Beach (Central) 
2018,60001-80000,2,969,Los Angeles,Southeast,Long Beach (Central) 
2018,80001-120000,2,999,Los Angeles,Southeast,Long Beach (Central) 
2018,Negative Income,0,886,Los Angeles,Southeast,Long Beach (Central) 
2018,No Income,1,1404,Los Angeles,Southeast,Long Beach (Central) 
2019,1-20000,2,1060,Los Angeles,Southeast,Long Beach (Central) 
2019,120001-160000,3,608,Los Angeles,Southeast,Long Beach (Central) 
2019,160001-200000,3,824,Los Angeles,Southeast,Long Beach (Central) 
2019,200000-Max,3,428,Los Angeles,Southeast,Long Beach (Central) 
2019,20001-40000,2,1208,Los Angeles,Southeast,Long Beach (Central) 
2019,400001-60000,3,1078,Los Angeles,Southeast,Long Beach (Central) 
2019,60001-80000,3,1059,Los Angeles,Southeast,Long Beach (Central) 
2019,80001-120000,2,1140,Los Angeles,Southeast,Long Beach (Central) 
2019,Negative Income,0,996,Los Angeles,Southeast,Long Beach (Central) 
2019,No Income,2,1245,Los Angeles,Southeast,Long Beach (Central) 
2015,1-20000,2,574,Los Angeles,Southeast,Long Beach City (East)
2015,120001-160000,3,698,Los Angeles,Southeast,Long Beach City (East)
2015,160001-200000,3,272,Los Angeles,Southeast,Long Beach City (East)
2015,200000-Max,3,62,Los Angeles,Southeast,Long Beach City (East)
2015,20001-40000,2,674,Los Angeles,Southeast,Long Beach City (East)
2015,400001-60000,2,679,Los Angeles,Southeast,Long Beach City (East)
2015,60001-80000,2,625,Los Angeles,Southeast,Long Beach City (East)
2015,80001-120000,2,728,Los Angeles,Southeast,Long Beach City (East)
2015,Negative Income,0,888,Los Angeles,Southeast,Long Beach City (East)
2015,No Income,2,1244,Los Angeles,Southeast,Long Beach City (East)
2016,1-20000,1,676,Los Angeles,Southeast,Long Beach City (East)
2016,120001-160000,3,578,Los Angeles,Southeast,Long Beach City (East)
2016,160001-200000,3,427,Los Angeles,Southeast,Long Beach City (East)
2016,200000-Max,3,502,Los Angeles,Southeast,Long Beach City (East)
2016,20001-40000,2,907,Los Angeles,Southeast,Long Beach City (East)
2016,400001-60000,2,636,Los Angeles,Southeast,Long Beach City (East)
2016,60001-80000,2,770,Los Angeles,Southeast,Long Beach City (East)
2016,80001-120000,2,627,Los Angeles,Southeast,Long Beach City (East)
2016,Negative Income,0,620,Los Angeles,Southeast,Long Beach City (East)
2016,No Income,2,1024,Los Angeles,Southeast,Long Beach City (East)
2017,1-20000,2,805,Los Angeles,Southeast,Long Beach City (East)
2017,120001-160000,3,788,Los Angeles,Southeast,Long Beach City (East)
2017,160001-200000,3,504,Los Angeles,Southeast,Long Beach City (East)
2017,200000-Max,3,189,Los Angeles,Southeast,Long Beach City (East)
2017,20001-40000,2,779,Los Angeles,Southeast,Long Beach City (East)
2017,400001-60000,2,911,Los Angeles,Southeast,Long Beach City (East)
2017,60001-80000,2,803,Los Angeles,Southeast,Long Beach City (East)
2017,80001-120000,2,644,Los Angeles,Southeast,Long Beach City (East)
2017,Negative Income,0,850,Los Angeles,Southeast,Long Beach City (East)
2017,No Income,2,1211,Los Angeles,Southeast,Long Beach City (East)
2018,1-20000,1,708,Los Angeles,Southeast,Long Beach City (East)
2018,120001-160000,3,928,Los Angeles,Southeast,Long Beach City (East)
2018,160001-200000,3,200,Los Angeles,Southeast,Long Beach City (East)
2018,200000-Max,3,145,Los Angeles,Southeast,Long Beach City (East)
2018,20001-40000,2,694,Los Angeles,Southeast,Long Beach City (East)
2018,400001-60000,2,647,Los Angeles,Southeast,Long Beach City (East)
2018,60001-80000,2,768,Los Angeles,Southeast,Long Beach City (East)
2018,80001-120000,2,723,Los Angeles,Southeast,Long Beach City (East)
2018,Negative Income,0,936,Los Angeles,Southeast,Long Beach City (East)
2018,No Income,2,1126,Los Angeles,Southeast,Long Beach City (East)
2019,1-20000,2,803,Los Angeles,Southeast,Long Beach City (East)
2019,120001-160000,3,862,Los Angeles,Southeast,Long Beach City (East)
2019,160001-200000,3,533,Los Angeles,Southeast,Long Beach City (East)
2019,200000-Max,3,501,Los Angeles,Southeast,Long Beach City (East)
2019,20001-40000,2,726,Los Angeles,Southeast,Long Beach City (East)
2019,400001-60000,2,785,Los Angeles,Southeast,Long Beach City (East)
2019,60001-80000,2,1049,Los Angeles,Southeast,Long Beach City (East)
2019,80001-120000,2,1021,Los Angeles,Southeast,Long Beach City (East)
2019,Negative Income,0,1406,Los Angeles,Southeast,Long Beach City (East)
2019,No Income,2,2068,Los Angeles,Southeast,Long Beach City (East)
2015,1-20000,2,594,Los Angeles,Southeast,Norwalk City
2015,120001-160000,4,345,Los Angeles,Southeast,Norwalk City
2015,160001-200000,4,987,Los Angeles,Southeast,Norwalk City
2015,200000-Max,4,0,Los Angeles,Southeast,Norwalk City
2015,20001-40000,3,587,Los Angeles,Southeast,Norwalk City
2015,400001-60000,3,720,Los Angeles,Southeast,Norwalk City
2015,60001-80000,4,418,Los Angeles,Southeast,Norwalk City
2015,80001-120000,4,305,Los Angeles,Southeast,Norwalk City
2015,Negative Income,0,300,Los Angeles,Southeast,Norwalk City
2015,No Income,1,252,Los Angeles,Southeast,Norwalk City
2016,1-20000,2,653,Los Angeles,Southeast,Norwalk City
2016,120001-160000,4,466,Los Angeles,Southeast,Norwalk City
2016,160001-200000,5,0,Los Angeles,Southeast,Norwalk City
2016,200000-Max,6,200,Los Angeles,Southeast,Norwalk City
2016,20001-40000,3,715,Los Angeles,Southeast,Norwalk City
2016,400001-60000,3,452,Los Angeles,Southeast,Norwalk City
2016,60001-80000,4,299,Los Angeles,Southeast,Norwalk City
2016,80001-120000,4,347,Los Angeles,Southeast,Norwalk City
2016,Negative Income,0,735,Los Angeles,Southeast,Norwalk City
2016,No Income,2,462,Los Angeles,Southeast,Norwalk City
2017,1-20000,2,648,Los Angeles,Southeast,Norwalk City
2017,120001-160000,4,266,Los Angeles,Southeast,Norwalk City
2017,160001-200000,4,227,Los Angeles,Southeast,Norwalk City
2017,200000-Max,3,87,Los Angeles,Southeast,Norwalk City
2017,20001-40000,3,462,Los Angeles,Southeast,Norwalk City
2017,400001-60000,3,724,Los Angeles,Southeast,Norwalk City
2017,60001-80000,3,412,Los Angeles,Southeast,Norwalk City
2017,80001-120000,4,401,Los Angeles,Southeast,Norwalk City
2017,Negative Income,0,865,Los Angeles,Southeast,Norwalk City
2017,No Income,2,0,Los Angeles,Southeast,Norwalk City
2018,1-20000,2,419,Los Angeles,Southeast,Norwalk City
2018,120001-160000,4,399,Los Angeles,Southeast,Norwalk City
2018,160001-200000,4,104,Los Angeles,Southeast,Norwalk City
2018,200000-Max,5,184,Los Angeles,Southeast,Norwalk City
2018,20001-40000,3,544,Los Angeles,Southeast,Norwalk City
2018,400001-60000,3,650,Los Angeles,Southeast,Norwalk City
2018,60001-80000,4,519,Los Angeles,Southeast,Norwalk City
2018,80001-120000,4,381,Los Angeles,Southeast,Norwalk City
2018,Negative Income,0,410,Los Angeles,Southeast,Norwalk City
2018,No Income,1,353,Los Angeles,Southeast,Norwalk City
2019,1-20000,2,771,Los Angeles,Southeast,Norwalk City
2019,120001-160000,4,487,Los Angeles,Southeast,Norwalk City
2019,160001-200000,5,119,Los Angeles,Southeast,Norwalk City
2019,200000-Max,5,0,Los Angeles,Southeast,Norwalk City
2019,20001-40000,2,485,Los Angeles,Southeast,Norwalk City
2019,400001-60000,3,587,Los Angeles,Southeast,Norwalk City
2019,60001-80000,4,805,Los Angeles,Southeast,Norwalk City
2019,80001-120000,4,479,Los Angeles,Southeast,Norwalk City
2019,Negative Income,0,465,Los Angeles,Southeast,Norwalk City
2019,No Income,1,1123,Los Angeles,Southeast,Norwalk City
2015,1-20000,2,653,Los Angeles,Southeast,Whittier City 
2015,120001-160000,4,183,Los Angeles,Southeast,Whittier City 
2015,160001-200000,3,419,Los Angeles,Southeast,Whittier City 
2015,200000-Max,4,79,Los Angeles,Southeast,Whittier City 
2015,20001-40000,2,676,Los Angeles,Southeast,Whittier City 
2015,400001-60000,3,506,Los Angeles,Southeast,Whittier City 
2015,60001-80000,3,680,Los Angeles,Southeast,Whittier City 
2015,80001-120000,3,462,Los Angeles,Southeast,Whittier City 
2015,Negative Income,0,346,Los Angeles,Southeast,Whittier City 
2015,No Income,1,233,Los Angeles,Southeast,Whittier City 
2016,1-20000,2,565,Los Angeles,Southeast,Whittier City 
2016,120001-160000,4,202,Los Angeles,Southeast,Whittier City 
2016,160001-200000,3,150,Los Angeles,Southeast,Whittier City 
2016,200000-Max,4,319,Los Angeles,Southeast,Whittier City 
2016,20001-40000,2,492,Los Angeles,Southeast,Whittier City 
2016,400001-60000,2,580,Los Angeles,Southeast,Whittier City 
2016,60001-80000,3,493,Los Angeles,Southeast,Whittier City 
2016,80001-120000,3,360,Los Angeles,Southeast,Whittier City 
2016,Negative Income,0,620,Los Angeles,Southeast,Whittier City 
2016,No Income,2,410,Los Angeles,Southeast,Whittier City 
2017,1-20000,2,535,Los Angeles,Southeast,Whittier City 
2017,120001-160000,3,184,Los Angeles,Southeast,Whittier City 
2017,160001-200000,4,145,Los Angeles,Southeast,Whittier City 
2017,200000-Max,3,340,Los Angeles,Southeast,Whittier City 
2017,20001-40000,3,512,Los Angeles,Southeast,Whittier City 
2017,400001-60000,3,636,Los Angeles,Southeast,Whittier City 
2017,60001-80000,3,404,Los Angeles,Southeast,Whittier City 
2017,80001-120000,3,301,Los Angeles,Southeast,Whittier City 
2017,Negative Income,0,243,Los Angeles,Southeast,Whittier City 
2017,No Income,3,1792,Los Angeles,Southeast,Whittier City 
2018,1-20000,2,593,Los Angeles,Southeast,Whittier City 
2018,120001-160000,3,385,Los Angeles,Southeast,Whittier City 
2018,160001-200000,4,274,Los Angeles,Southeast,Whittier City 
2018,200000-Max,3,125,Los Angeles,Southeast,Whittier City 
2018,20001-40000,2,566,Los Angeles,Southeast,Whittier City 
2018,400001-60000,3,499,Los Angeles,Southeast,Whittier City 
2018,60001-80000,3,590,Los Angeles,Southeast,Whittier City 
2018,80001-120000,3,415,Los Angeles,Southeast,Whittier City 
2018,Negative Income,0,342,Los Angeles,Southeast,Whittier City 
2018,No Income,2,460,Los Angeles,Southeast,Whittier City 
2019,1-20000,1,740,Los Angeles,Southeast,Whittier City 
2019,120001-160000,4,281,Los Angeles,Southeast,Whittier City 
2019,160001-200000,3,100,Los Angeles,Southeast,Whittier City 
2019,200000-Max,4,94,Los Angeles,Southeast,Whittier City 
2019,20001-40000,3,688,Los Angeles,Southeast,Whittier City 
2019,400001-60000,3,588,Los Angeles,Southeast,Whittier City 
2019,60001-80000,3,563,Los Angeles,Southeast,Whittier City 
2019,80001-120000,3,516,Los Angeles,Southeast,Whittier City 
2019,Negative Income,0,703,Los Angeles,Southeast,Whittier City 
2019,No Income,2,307,Los Angeles,Southeast,Whittier City 
2015,1-20000,1,623,Los Angeles,Southwest,Palos Verdes Peninsula
2015,120001-160000,3,266,Los Angeles,Southwest,Palos Verdes Peninsula
2015,160001-200000,3,137,Los Angeles,Southwest,Palos Verdes Peninsula
2015,200000-Max,3,219,Los Angeles,Southwest,Palos Verdes Peninsula
2015,20001-40000,2,775,Los Angeles,Southwest,Palos Verdes Peninsula
2015,400001-60000,2,883,Los Angeles,Southwest,Palos Verdes Peninsula
2015,60001-80000,2,596,Los Angeles,Southwest,Palos Verdes Peninsula
2015,80001-120000,2,559,Los Angeles,Southwest,Palos Verdes Peninsula
2015,Negative Income,0,395,Los Angeles,Southwest,Palos Verdes Peninsula
2015,No Income,1,1321,Los Angeles,Southwest,Palos Verdes Peninsula
2016,1-20000,1,904,Los Angeles,Southwest,Palos Verdes Peninsula
2016,120001-160000,3,550,Los Angeles,Southwest,Palos Verdes Peninsula
2016,160001-200000,3,393,Los Angeles,Southwest,Palos Verdes Peninsula
2016,200000-Max,3,345,Los Angeles,Southwest,Palos Verdes Peninsula
2016,20001-40000,2,825,Los Angeles,Southwest,Palos Verdes Peninsula
2016,400001-60000,2,505,Los Angeles,Southwest,Palos Verdes Peninsula
2016,60001-80000,2,612,Los Angeles,Southwest,Palos Verdes Peninsula
2016,80001-120000,3,515,Los Angeles,Southwest,Palos Verdes Peninsula
2016,Negative Income,0,427,Los Angeles,Southwest,Palos Verdes Peninsula
2016,No Income,3,869,Los Angeles,Southwest,Palos Verdes Peninsula
2017,1-20000,1,330,Los Angeles,Southwest,Palos Verdes Peninsula
2017,120001-160000,2,321,Los Angeles,Southwest,Palos Verdes Peninsula
2017,160001-200000,3,411,Los Angeles,Southwest,Palos Verdes Peninsula
2017,200000-Max,3,395,Los Angeles,Southwest,Palos Verdes Peninsula
2017,20001-40000,2,585,Los Angeles,Southwest,Palos Verdes Peninsula
2017,400001-60000,2,847,Los Angeles,Southwest,Palos Verdes Peninsula
2017,60001-80000,2,702,Los Angeles,Southwest,Palos Verdes Peninsula
2017,80001-120000,2,704,Los Angeles,Southwest,Palos Verdes Peninsula
2017,Negative Income,0,348,Los Angeles,Southwest,Palos Verdes Peninsula
2017,No Income,1,0,Los Angeles,Southwest,Palos Verdes Peninsula
2018,1-20000,2,572,Los Angeles,Southwest,Palos Verdes Peninsula
2018,120001-160000,3,301,Los Angeles,Southwest,Palos Verdes Peninsula
2018,160001-200000,3,680,Los Angeles,Southwest,Palos Verdes Peninsula
2018,200000-Max,3,401,Los Angeles,Southwest,Palos Verdes Peninsula
2018,20001-40000,2,945,Los Angeles,Southwest,Palos Verdes Peninsula
2018,400001-60000,2,634,Los Angeles,Southwest,Palos Verdes Peninsula
2018,60001-80000,2,734,Los Angeles,Southwest,Palos Verdes Peninsula
2018,80001-120000,2,725,Los Angeles,Southwest,Palos Verdes Peninsula
2018,Negative Income,0,458,Los Angeles,Southwest,Palos Verdes Peninsula
2018,No Income,1,0,Los Angeles,Southwest,Palos Verdes Peninsula
2019,1-20000,2,521,Los Angeles,Southwest,Palos Verdes Peninsula
2019,120001-160000,3,617,Los Angeles,Southwest,Palos Verdes Peninsula
2019,160001-200000,3,421,Los Angeles,Southwest,Palos Verdes Peninsula
2019,200000-Max,3,220,Los Angeles,Southwest,Palos Verdes Peninsula
2019,20001-40000,2,775,Los Angeles,Southwest,Palos Verdes Peninsula
2019,400001-60000,2,461,Los Angeles,Southwest,Palos Verdes Peninsula
2019,60001-80000,2,1137,Los Angeles,Southwest,Palos Verdes Peninsula
2019,80001-120000,2,849,Los Angeles,Southwest,Palos Verdes Peninsula
2019,Negative Income,0,320,Los Angeles,Southwest,Palos Verdes Peninsula
2019,No Income,1,2132,Los Angeles,Southwest,Palos Verdes Peninsula
2015,1-20000,1,815,Los Angeles,Southwest,Santa Monica City
2015,120001-160000,2,1627,Los Angeles,Southwest,Santa Monica City
2015,160001-200000,2,1449,Los Angeles,Southwest,Santa Monica City
2015,200000-Max,2,955,Los Angeles,Southwest,Santa Monica City
2015,20001-40000,2,1038,Los Angeles,Southwest,Santa Monica City
2015,400001-60000,2,1022,Los Angeles,Southwest,Santa Monica City
2015,60001-80000,2,1312,Los Angeles,Southwest,Santa Monica City
2015,80001-120000,2,1443,Los Angeles,Southwest,Santa Monica City
2015,Negative Income,0,515,Los Angeles,Southwest,Santa Monica City
2015,No Income,1,1404,Los Angeles,Southwest,Santa Monica City
2016,1-20000,1,774,Los Angeles,Southwest,Santa Monica City
2016,120001-160000,2,1419,Los Angeles,Southwest,Santa Monica City
2016,160001-200000,2,1479,Los Angeles,Southwest,Santa Monica City
2016,200000-Max,2,967,Los Angeles,Southwest,Santa Monica City
2016,20001-40000,2,922,Los Angeles,Southwest,Santa Monica City
2016,400001-60000,2,997,Los Angeles,Southwest,Santa Monica City
2016,60001-80000,1,1331,Los Angeles,Southwest,Santa Monica City
2016,80001-120000,2,1432,Los Angeles,Southwest,Santa Monica City
2016,Negative Income,0,191,Los Angeles,Southwest,Santa Monica City
2016,No Income,2,1582,Los Angeles,Southwest,Santa Monica City
2017,1-20000,2,728,Los Angeles,Southwest,Santa Monica City
2017,120001-160000,2,1431,Los Angeles,Southwest,Santa Monica City
2017,160001-200000,2,1476,Los Angeles,Southwest,Santa Monica City
2017,200000-Max,2,1109,Los Angeles,Southwest,Santa Monica City
2017,20001-40000,2,1242,Los Angeles,Southwest,Santa Monica City
2017,400001-60000,2,1151,Los Angeles,Southwest,Santa Monica City
2017,60001-80000,2,1227,Los Angeles,Southwest,Santa Monica City
2017,80001-120000,2,1319,Los Angeles,Southwest,Santa Monica City
2017,Negative Income,0,675,Los Angeles,Southwest,Santa Monica City
2017,No Income,1,1637,Los Angeles,Southwest,Santa Monica City
2018,1-20000,1,1135,Los Angeles,Southwest,Santa Monica City
2018,120001-160000,2,1770,Los Angeles,Southwest,Santa Monica City
2018,160001-200000,2,1537,Los Angeles,Southwest,Santa Monica City
2018,200000-Max,3,1032,Los Angeles,Southwest,Santa Monica City
2018,20001-40000,2,994,Los Angeles,Southwest,Santa Monica City
2018,400001-60000,2,1384,Los Angeles,Southwest,Santa Monica City
2018,60001-80000,2,1666,Los Angeles,Southwest,Santa Monica City
2018,80001-120000,2,1759,Los Angeles,Southwest,Santa Monica City
2018,Negative Income,0,335,Los Angeles,Southwest,Santa Monica City
2018,No Income,1,1298,Los Angeles,Southwest,Santa Monica City
2019,1-20000,1,1037,Los Angeles,Southwest,Santa Monica City
2019,120001-160000,2,1477,Los Angeles,Southwest,Santa Monica City
2019,160001-200000,2,1697,Los Angeles,Southwest,Santa Monica City
2019,200000-Max,2,1237,Los Angeles,Southwest,Santa Monica City
2019,20001-40000,2,1256,Los Angeles,Southwest,Santa Monica City
2019,400001-60000,2,1088,Los Angeles,Southwest,Santa Monica City
2019,60001-80000,2,1216,Los Angeles,Southwest,Santa Monica City
2019,80001-120000,2,1752,Los Angeles,Southwest,Santa Monica City
2019,Negative Income,0,950,Los Angeles,Southwest,Santa Monica City
2019,No Income,1,1293,Los Angeles,Southwest,Santa Monica City
2015,1-20000,2,987,Los Angeles,West Central,LA City (Central/Hancock Park 
2015,120001-160000,2,1308,Los Angeles,West Central,LA City (Central/Hancock Park 
2015,160001-200000,3,1142,Los Angeles,West Central,LA City (Central/Hancock Park 
2015,200000-Max,3,1185,Los Angeles,West Central,LA City (Central/Hancock Park 
2015,20001-40000,2,1081,Los Angeles,West Central,LA City (Central/Hancock Park 
2015,400001-60000,2,1412,Los Angeles,West Central,LA City (Central/Hancock Park 
2015,60001-80000,2,1231,Los Angeles,West Central,LA City (Central/Hancock Park 
2015,80001-120000,2,1186,Los Angeles,West Central,LA City (Central/Hancock Park 
2015,Negative Income,0,1031,Los Angeles,West Central,LA City (Central/Hancock Park 
2015,No Income,2,1566,Los Angeles,West Central,LA City (Central/Hancock Park 
2016,1-20000,1,844,Los Angeles,West Central,LA City (Central/Hancock Park 
2016,120001-160000,2,1509,Los Angeles,West Central,LA City (Central/Hancock Park 
2016,160001-200000,3,1260,Los Angeles,West Central,LA City (Central/Hancock Park 
2016,200000-Max,3,801,Los Angeles,West Central,LA City (Central/Hancock Park 
2016,20001-40000,2,1164,Los Angeles,West Central,LA City (Central/Hancock Park 
2016,400001-60000,2,1318,Los Angeles,West Central,LA City (Central/Hancock Park 
2016,60001-80000,2,1504,Los Angeles,West Central,LA City (Central/Hancock Park 
2016,80001-120000,2,1455,Los Angeles,West Central,LA City (Central/Hancock Park 
2016,Negative Income,0,1006,Los Angeles,West Central,LA City (Central/Hancock Park 
